province,name,"number,",con,ndp,lib,grn,bq,oth,projected_winner,strategic_vote,confidence,turnout_2011
QC,Laurentides--Labelle,24038,0.10859013167471739,0.2923944595761453,0.2812820033447525,0.035953265251208996,0.2817801401531757,0,NDP,NDP,0.51693291575928835,0.6148981255093725
QC,Laurier--Sainte-Marie,24039,0.03675015215834602,0.36115824690496906,0.25747071401199784,0.03350831747734733,0.2939025559795734,0.01721001346776643,NDP,NDP,0.60604391734609864,0.6131637367252655
ON,York South--Weston,35120,0.16931129816745136,0.2679107495271396,0.5379859514712924,0.02479200083411665,0,0,LIB,LIB,0.85999587493600216,0.5148842176094557
ON,Humber River--Black Creek,35121,0.13690056540630013,0.16512919540088578,0.6853749880578982,0.01259525113491589,0,0,LIB,LIB,0.98128227674872426,0.4772594250301257
BC,Vancouver East,59035,0.13063616196522274,0.5245619513633097,0.24975774560174943,0.09504414106971819,0,0,NDP,NDP,0.86416324875285122,0.5408002347159571
ON,Don Valley North,35020,0.26156612126359025,0.14163604866243767,0.5839761989169248,0.012821631157047304,0,0,LIB,LIB,0.90141221357687829,0.574454682624555
AB,Foothills,48022,0.7329534620708779,0.11154016383845455,0.12091276955001808,0.034593604540649574,0,0.0,CON,LIB,0.99282066135602076,0.6170690923684035
AB,Red Deer--Lacombe,48030,0.7220235102997193,0.1382689852765274,0.10554210901122511,0.03416539541252833,0,0,CON,NDP,0.99022876239719915,0.5246680787312084
ON,Nickel Belt,35069,0.16171522125651464,0.4268680712321514,0.3723804035015486,0.03903630400978537,0,0.0,NDP,NDP,0.586266226840229,0.6192994515128986
ON,Niagara West,35068,0.4717103757818265,0.18863725431189118,0.29484324501165704,0.04453664798149237,0,0.00027247691313281894,CON,LIB,0.76036231649317032,0.6797468944823619
AB,St. Albert--Edmonton,48031,0.4147323137022382,0.1542272017889703,0.15389584306650664,0.028842115620249374,0,0.2483025258220355,CON,OTH,0.74720468505617355,0.5715429150769723
ON,Mississauga--Streetsville,35063,0.3170047845923801,0.09564223889896933,0.5531725500979762,0.03418042641067438,0,0.0,LIB,LIB,0.82758658241409544,0.5876140609511222
ON,Mississauga--Malton,35062,0.2742632071097585,0.14626219200585763,0.5350796752071507,0.03058556220423003,0,0.01380936347300298,LIB,LIB,0.85158741377107461,0.5249552196030666
ON,Mississauga--Lakeshore,35061,0.3526766088539768,0.09966968352552656,0.5277781144383004,0.019875593182196335,0,0.0,LIB,LIB,0.7581631118302824,0.6297098627202804
ON,Mississauga--Erin Mills,35060,0.3280928760746612,0.10092370302361992,0.5444182678017266,0.026565153099992137,0,0.0,LIB,LIB,0.80656335448294958,0.6097842632932654
ON,Niagara Falls,35067,0.42130001341602996,0.20670849799483626,0.33287835369685137,0.03911313489228246,0,0.0,CON,LIB,0.63821313157868331,0.5612626850773582
ON,Niagara Centre,35066,0.3430000992124882,0.34526038008338933,0.2811989233515924,0.02710703907029297,0,0.003433558282237109,NDP,NDP,0.50360683728157618,0.6060242919022831
ON,Newmarket--Aurora,35065,0.4159587806879633,0.11249140307544322,0.4277302611188608,0.04381955511773265,0,0,LIB,LIB,0.51877762613514977,0.6228067864481796
ON,Nepean,35064,0.3763287077862761,0.10957796012254402,0.4767477824342354,0.037345549656944595,0,0.0,LIB,LIB,0.6560388651190896,0.6960357220649096
NS,Sackville--Preston--Chezzetcook,12008,0.2058613645784592,0.46228369080833437,0.24973640272135258,0.0821185418918539,0,0,NDP,NDP,0.80239003414410748,0.5909111572439502
AB,Edmonton Riverbend,48018,0.44978005119351405,0.2360307187916386,0.28376424462907746,0.03042498538576978,0,0.0,CON,LIB,0.74667507740084349,0.5999001760783064
AB,Edmonton Strathcona,48019,0.3591370480036659,0.5352697305676132,0.0872876234542422,0.01616445557454686,0,0.0021411423999318437,NDP,NDP,0.75944884023222858,0.6639561699348148
SK,Regina--Qu'Appelle,47008,0.4653104232290146,0.3368533983012043,0.15042788991879594,0.04273319123853699,0,0.004675097312448192,CON,NDP,0.69631390993166042,0.6035039736805596
SK,Regina--Wascana,47009,0.175657037725218,0.09485741090905404,0.7099959164778364,0.01948963488789152,0,0,LIB,LIB,0.98371545664897908,0.6718356697962409
SK,Carlton Trail--Eagle Creek,47004,0.4671795430396675,0.30597497851909927,0.18270233726363627,0.03957088541509624,0,0.004572255762500617,CON,NDP,0.74047751573638254,0.6489323631158297
SK,Moose Jaw--Lake Centre--Lanigan,47005,0.4276345266977276,0.3459870483110652,0.18754932465221077,0.03858829635414145,0,0.00024080398485500323,CON,NDP,0.62801096329967454,0.6751442807470337
SK,Prince Albert,47006,0.5536716357385566,0.2913580132837899,0.12154831119278783,0.032737169462644496,0,0.0006848703222211155,CON,NDP,0.8529694970694871,0.6023819435645894
SK,Regina--Lewvan,47007,0.39734603158211196,0.2949170803242999,0.2679825810773409,0.03975430701624719,0,0.0,CON,NDP,0.65899278265287597,0.6695002172968275
AB,Edmonton Manning,48016,0.4594727680231403,0.24058843320370754,0.26298213840864926,0.02908241848215874,0,0.007874241882344231,CON,LIB,0.78405527696507726,0.48489792443996765
SK,Battlefords--Lloydminster,47001,0.6044939828047706,0.2465507707742463,0.10900087612274709,0.039954370298236064,0,0,CON,NDP,0.92389557988662641,0.560778062598281
SK,Cypress Hills--Grasslands,47002,0.5857306579120193,0.19324149279644426,0.18323275067477823,0.03779509861675834,0,0,CON,NDP,0.94178740282534679,0.6573630831643003
SK,Desnethé--Missinippi--Churchill River,47003,0.41384397634660786,0.385153409381505,0.16421773100206014,0.036784883269826915,0,0,CON,NDP,0.54568322135874969,0.49670974202470075
QC,Ahuntsic-Cartierville,24003,0.13970704306273185,0.2266390703507627,0.42823230443432014,0.031216026253070482,0.1731523662690892,0.0010531896300256468,LIB,LIB,0.78998607652771902,0.6195739472979692
QC,Abitibi--Témiscamingue,24002,0.1297557783641161,0.38366226912928764,0.1466811609498681,0.022600105540897093,0.3173006860158312,0,NDP,NDP,0.60466717613531096,0.588747882864086
QC,Abitibi--Baie-James--Nunavik--Eeyou,24001,0.26019233719538243,0.2958502581079231,0.22860444102281177,0.05501210502407686,0.16034085864980593,0,NDP,NDP,0.55670946331470283,0.5264659747021326
BC,Vancouver South,59040,0.2849299281630416,0.16428304403088087,0.4708436316353747,0.060267053182861095,0,0.019676342987841752,LIB,LIB,0.77145733363892499,0.5524929246703197
QC,Beauce,24007,0.5291136641342767,0.17899870540531454,0.21775318567982857,0.020566098876282995,0.053568345904297134,0,CON,LIB,0.89351532272972567,0.6234845943744309
QC,Avignon--La Mitis--Matane--Matapédia,24006,0.15060499475709646,0.1347732496804889,0.42784780030351754,0.025333831432136234,0.261440123826761,0,LIB,LIB,0.74717641260875756,0.5897531123346951
QC,Argenteuil--La Petite-Nation,24005,0.1937800946717459,0.294622205224879,0.27065083736775253,0.03291745553100097,0.203782070874329,0.0042473363302926665,NDP,NDP,0.53819423323526372,0.584585690515807
QC,Alfred-Pellan,24004,0.11585598325563638,0.24898326517339817,0.4316720600760781,0.019110965246767104,0.18068733295908937,0.0036903932890308896,LIB,LIB,0.76753564765856486,0.6490693693815114
QC,Bécancour--Nicolet--Saurel,24009,0.15196040628181468,0.23791658044122277,0.22394392303221147,0.043191597508671416,0.34298749273607965,0,BQ,BQ,0.6628608734365149,0.6434467589597619
QC,Beauport--Limoilou,24008,0.3191239350430138,0.3215488976060692,0.13989051881982986,0.02726835593148192,0.19216829259960536,0,NDP,NDP,0.5038696196988659,0.6182798492919319
ON,Brampton North,35010,0.35462455666081866,0.15706425577575964,0.47443312948016225,0.013878058083259436,0,0.0,LIB,LIB,0.68411401911746972,0.5818110075117645
BC,North Vancouver,59021,0.3137120242673406,0.10855512610025142,0.45318053147870957,0.11926956300297141,0,0.005282755150726966,LIB,LIB,0.71153479641330875,0.6557684786859601
ON,Brampton South,35011,0.3178571515405572,0.10526208586525168,0.5529179621444301,0.01875059108124183,0,0.005212209368519123,LIB,LIB,0.82645359722640022,0.5560298992931757
BC,Nanaimo--Ladysmith,59018,0.26393435881446975,0.304449723526872,0.2155281437068052,0.21264097923064393,0,0.0034467947212089983,NDP,NDP,0.56437127184772262,0.6363356866317468
ON,York--Simcoe,35119,0.5559801564143549,0.16178028102883546,0.22225081207217828,0.05998875048463134,0,0,CON,LIB,0.90904830518367608,0.5770854781194515
ON,York Centre,35118,0.3584589680574405,0.13454632921108647,0.4675790168749575,0.02303015251675078,0,0.016385533339764696,LIB,LIB,0.66875581736305145,0.5894820637842679
ON,Windsor West,35117,0.22723680349576347,0.2765170376510889,0.47360688183169797,0.022639277021449553,0,0.0,LIB,LIB,0.78475673726115969,0.48478971506635443
ON,Cambridge,35016,0.4145461856377738,0.14262357741906787,0.40338601235670163,0.03771589851298459,0,0.0017283260734720475,CON,LIB,0.51780314672422478,0.5774551731244848
ON,Willowdale,35115,0.3164323697113368,0.12499991217701534,0.5326694257747996,0.0258982923368482,0,0.0,LIB,LIB,0.8064663963562777,0.557145102971231
ON,Whitby,35114,0.48992374057205146,0.17938519686927215,0.2784531759579309,0.05223788660074558,0,0,CON,LIB,0.80119078464900606,0.6248934255399773
ON,Wellington--Halton Hills,35113,0.5182859525265785,0.10142370207850734,0.3141168828003328,0.06617346259458146,0,0,CON,LIB,0.79294327460995651,0.6605506784674898
ON,Waterloo,35112,0.29280669732843045,0.1805458597101484,0.5044248787533436,0.022222564208077653,0,0.0,LIB,LIB,0.80135545859758484,0.6963374576425224
ON,Vaughan--Woodbridge,35111,0.4004120158679051,0.07910843569442735,0.5005959369787248,0.01988361145894268,0,0,LIB,LIB,0.65569263233905806,0.551706820105896
ON,University--Rosedale,35110,0.17296353440249268,0.30608678909777903,0.4891067731891212,0.03130947599652438,0,0.0005334273140827581,LIB,LIB,0.76794011045209909,0.666957304784094
AB,Medicine Hat--Cardston--Warner,48027,0.5582698899418332,0.14541115847822578,0.2679059730750166,0.028412978504924327,0,0,CON,LIB,0.87727167904259606,0.5153083047035611
QC,Lac-Saint-Louis,24036,0.2411553125952696,0.14554788804231913,0.5481346789845843,0.04488743524422097,0.020261327961026726,1.3357172579306326e-05,LIB,LIB,0.89026102382396199,0.6554369096224
AB,Lakeland,48025,0.6967176462320782,0.12017717813370221,0.15037575786649698,0.03272941776772266,0,0,CON,LIB,0.98556904604749507,0.5448219294067842
AB,Grande Prairie--Mackenzie,48024,0.69823784778358,0.16957825816203875,0.09855993012952152,0.025632618238682292,0,0.00799134568617742,CON,NDP,0.98276960912615463,0.4811560825123328
AB,Fort McMurray--Cold Lake,48023,0.44261296034036085,0.09185137989388924,0.4166948728973068,0.048840786868443196,0,0.0,CON,LIB,0.54128531496330201,0.38641739104234774
ON,Bruce--Grey--Owen Sound,35014,0.4027651963321299,0.14828059033738936,0.39491557084398105,0.05346598052809679,0,0.0005726619584028218,CON,LIB,0.51252413208384329,0.6383585280768221
AB,Edmonton--Wetaskiwin,48021,0.5673879037636642,0.16478941638271344,0.2405583178415127,0.027264362012109643,0,0,CON,LIB,0.90444769160705185,0.5600629528125255
PE,Charlottetown,11002,0.16202096514534775,0.1581286706846456,0.6467879529532158,0.033062411216790884,0,0,LIB,LIB,0.97375346773200933,0.690134529147982
ON,Burlington,35015,0.4120269879164322,0.13687760402974986,0.41729250515157784,0.033802902902240056,0,0,LIB,LIB,0.5084019286108965,0.6631229092011389
PE,Cardigan,11001,0.17414327978653704,0.058815135695681524,0.7433588838813964,0.023682700636385126,0,0,LIB,LIB,0.98860277857716028,0.7661071027156375
AB,Red Deer--Mountain View,48029,0.675799672668858,0.14325102535926035,0.1410823280164736,0.0397887750430676,0,7.819891234035707e-05,CON,NDP,0.98342222420431469,0.5973983287612353
AB,Peace River--Westlock,48028,0.674497329130207,0.14567376121477227,0.1469727097009532,0.029589503142604334,0,0.003266696811463266,CON,LIB,0.98257506280272477,0.5178328190587385
ON,Sault Ste. Marie,35092,0.31634742824171685,0.22520674482183803,0.41867882890203045,0.03976699803441466,0,0.0,LIB,LIB,0.65884963546148667,0.6328522853695608
BC,Vancouver Kingsway,59038,0.17958714196449216,0.3869387096349951,0.3872212385697001,0.04625290983081267,0,0,LIB,LIB,0.5004508508539941,0.5552115113155138
ON,Windsor--Tecumseh,35116,0.2905869233593787,0.4138123385637703,0.2626297528604845,0.032970985216366364,0,0,NDP,NDP,0.68895896313356664,0.5273627128276777
MB,Selkirk--Interlake--Eastman,46010,0.569208365638014,0.2242489037105077,0.15752444794696438,0.04901828270451383,0,0,CON,NDP,0.91618171172465579,0.6296913725953027
MB,Winnipeg South Centre,46014,0.2056326390442432,0.09570965301897846,0.6698522892841243,0.02703929143218138,0,0.0017661272204726318,LIB,LIB,0.96833578615415106,0.6912093940427299
MB,Winnipeg Centre,46011,0.2062047019092866,0.4037668460896691,0.3031579488843193,0.08687050311672508,0,0,NDP,NDP,0.65631825858046411,0.4774299168567434
MB,Charleswood--St. James--Assiniboia--Headingley,46002,0.38025309985491174,0.13354056983487717,0.44404256445275475,0.04216376585745629,0,0,LIB,LIB,0.60069941095121537,0.645562139628488
QC,Rimouski-Neigette--Témiscouata--Les Basques,24018,0.17494783718358212,0.29458579083186553,0.2182015189414349,0.02951730050328593,0.2827475525398316,0,NDP,NDP,0.51888403757063484,0.6224553734061931
QC,Charlesbourg--Haute-Saint-Charles,24019,0.36617935454284856,0.31048313739344574,0.14885098985024878,0.023786845489704733,0.15069967272375218,0,CON,NDP,0.58814852741273727,0.6508883617350891
QC,Pierre-Boucher--Les Patriotes--Verchères,24014,0.1042566155778536,0.31464370598041996,0.22333082378385127,0.03228007782406319,0.32211550899815733,0.003373267835654695,BQ,BQ,0.51192149770808815,0.7124033496535302
QC,Bourassa,24015,0.0741584898887618,0.1561562576795503,0.6361794187067016,0.01641662165637209,0.11708921206861414,0,LIB,LIB,0.97257690085913673,0.5490817981693894
QC,Brome--Missisquoi,24016,0.12257885867444097,0.25087987724647115,0.43180901006425654,0.026642736259695664,0.1680895177551357,0,LIB,LIB,0.76538010899102593,0.6537829766052763
NS,South Shore--St. Margarets,12009,0.26278989488245363,0.2825395657745206,0.38483369637331777,0.06983684296970805,0,0,LIB,LIB,0.658794938783553,0.6239236738598916
QC,Bellechasse--Les Etchemins--Lévis,24010,0.5017798763655029,0.22087829317326518,0.12574986511017053,0.021116935720960513,0.130475029630101,0,CON,NDP,0.86940996581412278,0.6498480914765509
QC,Beloeil--Chambly,24011,0.09484235032430323,0.29684052952799483,0.20527143870005896,0.022464144456083107,0.25803575585527194,0.12254578113628788,NDP,NDP,0.56167570233073971,0.6912398445778877
QC,Berthier--Maskinongé,24012,0.1535202966118618,0.2665656933735384,0.28424289223622035,0.03321493221527509,0.2624561855631043,0,LIB,LIB,0.52818523969796682,0.6135147665050308
QC,Thérèse-De Blainville,24013,0.11553335979563292,0.3472772496189773,0.23412820121222758,0.031753398268657695,0.27130779110450437,0,NDP,NDP,0.61938951720565083,0.6530617761139568
ON,Toronto Centre,35108,0.14754528647868626,0.27434588530169357,0.5446833679157798,0.028834983258647938,0,0.004590477045192441,LIB,LIB,0.86022925756379343,0.6050738724727839
ON,Toronto--Danforth,35109,0.11693349607996181,0.4767301038553759,0.3387918778345741,0.06754452223008824,0,0,NDP,NDP,0.70944117089848613,0.6462390302248384
AB,Calgary Nose Hill,48009,0.504539417639371,0.1202446171278118,0.32396364932664184,0.051252315906175454,0,0,CON,LIB,0.76494591808305135,0.5548944591029024
BC,Surrey Centre,59032,0.22411698741332883,0.30203051206993164,0.422790055604873,0.039866028419563576,0,0.011196416492302961,LIB,LIB,0.68546568432202448,0.5087524789581349
BC,Surrey--Newton,59033,0.2071099616084955,0.22908253372165607,0.5291057918510405,0.032499176132625526,0,0.0022025366861825246,LIB,LIB,0.88494839438745498,0.5609861442244567
ON,Simcoe North,35100,0.431960068060864,0.15123986318578203,0.3563673365366116,0.06043273221674235,0,0,CON,LIB,0.61881534215946654,0.6334147748898084
ON,Spadina--Fort York,35101,0.1389813631313552,0.3272694689879919,0.4989805794108983,0.032703776876628086,0,0.0020648115931264427,LIB,LIB,0.75390961957879232,0.6358679761270016
ON,Stormont--Dundas--South Glengarry,35102,0.5015593012450708,0.1355298126349609,0.3403307139096364,0.022580172210332056,0,0,CON,LIB,0.74050865388001652,0.6182149125658194
ON,Sudbury,35103,0.2413770902233958,0.30336667248585114,0.4241749099984057,0.02957385634122786,0,0.0015074709511195584,LIB,LIB,0.68553482900752427,0.630958497063275
ON,Thornhill,35104,0.465144917573135,0.08717004208200053,0.4226546779592821,0.025030362385582205,0,0,CON,LIB,0.56747957974640384,0.6014921868885816
ON,Thunder Bay--Rainy River,35105,0.21244914421503214,0.3647381105045037,0.39899113012749093,0.023821615152973024,0,0,LIB,LIB,0.55448937605259441,0.5920582206473551
ON,Thunder Bay--Superior North,35106,0.2463559172986486,0.3970569690217875,0.324953389936072,0.031633723743491826,0,0,NDP,NDP,0.61348519486863606,0.5961081731530448
ON,Timmins--James Bay,35107,0.14277483515318867,0.554692971619318,0.2637627037648925,0.03876948946260084,0,0.0,NDP,NDP,0.87773146636969446,0.5543347752430139
NL,Labrador,10004,0.20495172179038018,0.12964241891511588,0.6654058592945039,0.0,0,0,LIB,LIB,0.96724900580915241,0.5265698103915292
NL,Long Range Mountains,10005,0.11903766650120837,0.08928756287880892,0.7743256487724915,0.011786779605324399,0,0.005562342242166833,LIB,LIB,0.99561834007588046,0.49046198478296565
NL,St. John's East,10006,0.15104074244080648,0.6455950817511439,0.18063226457652026,0.022731911231529477,0,0,NDP,NDP,0.96854671425305516,0.5825233511924518
NL,St. John's South--Mount Pearl,10007,0.12878832654006309,0.33095414577961524,0.5288446643579706,0.0112008472490245,0,0.0002120160733265319,LIB,LIB,0.78569196592816692,0.585837169857039
AB,Yellowhead,48034,0.6000916346337852,0.05789182129486595,0.2787255779736642,0.03343157136899531,0,0.02985939472868939,CON,LIB,0.90068494505868735,0.5616647950589556
NL,Avalon,10001,0.16483568653050934,0.1392536297885303,0.4942303067687636,0.0324832745033081,0,0.16919710240888858,LIB,LIB,0.90322227418707746,0.5534737757892121
NL,Bonavista--Burin--Trinity,10002,0.1452824388200021,0.08705732286633042,0.7537288444795276,0.012376806262447944,0,0.0015545875716919623,LIB,LIB,0.99252907917267597,0.48512765689850335
NL,Coast of Bays--Central--Notre Dame,10003,0.11666131228858555,0.0778451839489836,0.7928123093648032,0.011180198206667385,0,0.0015009961909602937,LIB,LIB,0.99658070692199363,0.44881312579930754
BC,Vancouver Granville,59036,0.26882021425017694,0.26994311612592026,0.39426257417343935,0.06664159777128971,0,0.0003324976791738299,LIB,LIB,0.69050342904492734,0.5860513206128396
BC,Steveston--Richmond East,59031,0.36030654436352993,0.16994386503607037,0.4138063818709115,0.05594320872948821,0,0,LIB,LIB,0.58472621797923574,0.5121603806464322
BC,North Island--Powell River,59037,0.29410409507590624,0.35259687234153275,0.22557903226107337,0.12570858189598472,0,0.0020114184255028687,NDP,NDP,0.5924962960873662,0.6470932302527846
ON,St. Catharines,35089,0.40064837888121496,0.17963405155566134,0.38170711313806555,0.038010456425057966,0,0,CON,LIB,0.53019699404441523,0.6010582138999794
ON,Carleton,35088,0.41428128454957225,0.11121248453382263,0.43407431239554073,0.040431918521064494,0,0,LIB,LIB,0.5315521365825121,0.733010391436831
BC,Vancouver Centre,59034,0.13102817847962978,0.15834349907473175,0.5702105025114425,0.1404178199341961,0,0,LIB,LIB,0.95026905722368771,0.5598162814503529
BC,Burnaby South,59003,0.2722567677478568,0.40276125810110297,0.2763390710705322,0.04864290308050802,0,0,NDP,NDP,0.69346241578809986,0.5327139606790736
ON,Parkdale--High Park,35081,0.10947253848897165,0.3176059938445619,0.5434929483848072,0.029428519281659293,0,0,LIB,LIB,0.8168823892139756,0.6841652901440984
ON,Oxford,35080,0.5255993335207586,0.22055588345940189,0.2051264567707633,0.04866022929113164,0,5.809695794454751e-05,CON,NDP,0.88880050170712321,0.6173735942619322
ON,Perth--Wellington,35083,0.3601363258716429,0.18550019697691167,0.38848725903053294,0.06305610782424213,0,0.0028201102966704124,LIB,LIB,0.54514475970581044,0.6322437356079084
NS,Cape Breton--Canso,12001,0.1622481785039902,0.12365890597824408,0.6688427664559282,0.04525014906183753,0,0,LIB,LIB,0.97863698618704698,0.6223151310120321
ON,Pickering--Uxbridge,35085,0.30465049967050617,0.12021519680133957,0.5413745378744953,0.03375976565365908,0,0,LIB,LIB,0.82815415073358134,0.6150040084176771
ON,Peterborough--Kawartha,35084,0.3204494849856701,0.17214721247881545,0.4734521669211757,0.02899887814948134,0,0.004952257464857285,LIB,LIB,0.72973467005318016,0.6462737501267048
ON,Richmond Hill,35087,0.3046145252303718,0.10850542629833125,0.5554079119293663,0.03147213654193058,0,0,LIB,LIB,0.84211143299621649,0.5445629489264177
ON,Renfrew--Nipissing--Pembroke,35086,0.4327743666461957,0.10413366927849574,0.24229330762738646,0.017508263506883705,0,0.20329039294103857,CON,LIB,0.77694738795840856,0.6563653313241473
QC,Saint-Léonard--Saint-Michel,24069,0.11139589890554334,0.15490108518455345,0.6464550076729944,0.01819906004655887,0.06904894819035003,0,LIB,LIB,0.97536314958569847,0.5068261940735296
QC,Saint-Laurent,24068,0.14027657705600094,0.1342772224091153,0.6598840864125356,0.02073276976719582,0.044829344355152415,0,LIB,LIB,0.98116511573422072,0.5148098817112232
ON,Parry Sound--Muskoka,35082,0.4768564730661848,0.19866161142324185,0.23176494727259755,0.0881234287424827,0,0.004593539495492925,CON,LIB,0.83654728220085928,0.6492857842382864
NU,Nunavut,62001,0.34940006577613403,0.1234522985887866,0.5068998651922492,0.020247770442830264,0,0,LIB,LIB,0.73565244541384256,0.4539166522566142
QC,Richmond--Arthabaska,24061,0.5028422668223356,0.22927872533406088,0.09204076834308425,0.023417998570521896,0.1524202409299975,0.0,CON,NDP,0.8630782394033103,0.6450258358846521
QC,Repentigny,24060,0.09513056591279741,0.38145502106827023,0.19020142993030084,0.026917095843947633,0.30629588724468393,0,NDP,NDP,0.61815416579996429,0.6649775160355178
QC,Rivière-du-Nord,24063,0.10966089552859126,0.417721130363713,0.15788652259160033,0.029291197010055867,0.2854402545060396,0,NDP,NDP,0.7016401109882372,0.5885052932902303
QC,Rivière-des-Mille-Îles,24062,0.11814871281603194,0.34261100031005104,0.24099547828374424,0.03534107123237413,0.2629037373577986,0,NDP,NDP,0.62507192655406274,0.6634070438214755
QC,Marc-Aurèle-Fortin,24065,0.1269293234694222,0.3104372191905381,0.3205306529227961,0.030634787145660567,0.2113811749990814,8.684227250160115e-05,LIB,LIB,0.51610241516941235,0.6649692638804878
QC,Rosemont--La Petite-Patrie,24064,0.05533874772668012,0.3739443993783996,0.22260101621452902,0.02687150579317837,0.3212443308872129,0,NDP,NDP,0.58347843762293639,0.6571484071484072
QC,Saint-Jean,24067,0.1321073511470533,0.33529295944165854,0.20608989290718413,0.03801667540135497,0.28849312110274916,0,NDP,NDP,0.57424783408773328,0.612506849155368
QC,Saint-Hyacinthe--Bagot,24066,0.20366367640643446,0.3886268756725931,0.13287353857127046,0.030356971760553807,0.2444789375891481,0,NDP,NDP,0.71789236397143141,0.6495226323954142
ON,Oshawa,35074,0.47671301543438355,0.31073647384331166,0.17260580442194723,0.039944706300357555,0,0,CON,NDP,0.7466248153242967,0.5704334028864545
ON,Ottawa Centre,35075,0.20496024970081586,0.37185529833372916,0.3703976808426159,0.0509859648973002,0,0.0018008062255388813,NDP,NDP,0.50232600780489134,0.7207242339832869
ON,Orléans,35076,0.3116566647264786,0.11082107515906256,0.5376421891508101,0.03988007096364877,0,0.0,LIB,LIB,0.81698694744302047,0.7170496174226724
ON,Ottawa South,35077,0.21056934650316758,0.11035408255655997,0.654969410901748,0.024107160038524512,0,0,LIB,LIB,0.9622652342668907,0.6749416288971295
ON,Nipissing--Timiskaming,35070,0.28139786458393967,0.13903614463798952,0.531420692982029,0.048145297796041736,0,0.0,LIB,LIB,0.84136684027584718,0.595869623523101
ON,Northumberland--Peterborough South,35071,0.4176061988156857,0.15863048149457323,0.3787656901403756,0.044997629549365495,0,0,CON,LIB,0.56173204369181595,0.6535593864273164
ON,Oakville,35072,0.37033765567182403,0.08297282103991996,0.5151692251910769,0.024108004776295055,0,0.007412293320884118,LIB,LIB,0.71881548120924554,0.6775488826815642
ON,Oakville North--Burlington,35073,0.40401025597774015,0.11373181531743998,0.45022853740230706,0.032029391302512866,0,0,LIB,LIB,0.57333572489547702,0.626291933521413
ON,Ottawa--Vanier,35078,0.18602862616885973,0.1793406608155335,0.5923791537423743,0.04225155927323254,0,0,LIB,LIB,0.94796154672450306,0.6612677464507098
ON,Ottawa West--Nepean,35079,0.3035736658387951,0.13741697939673736,0.5247000449547974,0.018617143646948196,0,0.015692166162721993,LIB,LIB,0.81178830706666538,0.680917095703219
NT,Northwest Territories,61001,0.25758634373999534,0.33400909606126267,0.37243755546907764,0.03596700472966427,0,0,LIB,LIB,0.56108231319666146,0.5367677463818057
BC,West Vancouver--Sunshine Coast--Sea to Sky Country,59042,0.30031027456455395,0.15128899807495075,0.41118916581236525,0.13344121281947194,0,0.0037703487286581167,LIB,LIB,0.67130356828903104,0.62660375995956
BC,South Okanagan--West Kootenay,59029,0.33141754707223214,0.35599529183366074,0.21983588939356918,0.06675258404009334,0,0.025998687660444657,NDP,NDP,0.53915731980096826,0.6374015114970253
AB,Sherwood Park--Fort Saskatchewan,48032,0.43647725952841554,0.12874135427435235,0.1821722641467603,0.025356623135095648,0,0.22725249891537616,CON,OTH,0.79867534067276758,0.6284372736581832
BC,Skeena--Bulkley Valley,59028,0.2883962370829993,0.5548464562160889,0.10969244124335345,0.04699496270533225,0,6.990275222617693e-05,NDP,NDP,0.85674316769735714,0.5752120365255257
BC,Coquitlam--Port Coquitlam,59008,0.3318866418150354,0.3155831766405075,0.301208361959259,0.049692375437986616,0,0.001629444147211651,CON,NDP,0.52599813730987699,0.5534490101526329
BC,North Okanagan--Shuswap,59020,0.39735322161978087,0.3105226839259464,0.22577617447249876,0.06634791998177397,0,0.0,CON,NDP,0.63582534426780735,0.6181664168892943
ON,Scarborough Southwest,35098,0.2258568269928679,0.24406912910188733,0.4944336551204584,0.029619103639385587,0,0.006021285145400795,LIB,LIB,0.84169730734486725,0.5834530988398797
ON,Simcoe--Grey,35099,0.48034193302238953,0.1622328888193615,0.29069977709791595,0.06672540106033303,0,0,CON,LIB,0.77594467605557327,0.6427931648190585
BC,Fleetwood--Port Kells,59012,0.3542703949390331,0.2202312254057039,0.37716869898280053,0.0483296806724625,0,0.0,LIB,LIB,0.5364893792489912,0.5247481184753581
ON,Brampton West,35012,0.3080296686034096,0.12104871478437157,0.55081006049341,0.015505033789480784,0,0.004606522329328203,LIB,LIB,0.83425612753227296,0.5094177776189285
ON,Scarborough--Agincourt,35093,0.21195774109445803,0.10756422488507303,0.6623635948404755,0.018114439179993516,0,0,LIB,LIB,0.96419766261901385,0.55460357116614
ON,Toronto--St. Paul's,35090,0.20931744427444365,0.1362853565846764,0.617452953132829,0.036944246008050956,0,0,LIB,LIB,0.94871732461896707,0.6570830874859197
ON,Sarnia--Lambton,35091,0.44802393658193324,0.2442039939850628,0.280711971583034,0.02706009784996988,0,0,CON,LIB,0.7483313095591444,0.6232431482782853
ON,Scarborough North,35096,0.21950230586847222,0.27322104218773674,0.4856294513292159,0.014337386493663326,0,0.007309814120911824,LIB,LIB,0.80223559752294737,0.5498687865440984
ON,Scarborough--Rouge Park,35097,0.24226419686209888,0.1936187380164831,0.5375597374396568,0.022480528420190563,0,0.004076799261570688,LIB,LIB,0.8812348170824309,0.589768465559433
ON,Scarborough Centre,35094,0.3166090715776239,0.16002984650762744,0.5067733068260172,0.016587775088731476,0,0.0,LIB,LIB,0.77656900007741625,0.5411098860712973
