Province,Electoral District Name/Nom de circonscription,Electoral District Number,Candidate/Candidat,Candidate Residence/Résidence du candidat,Candidate Occupation/Profession du candidat,Votes Obtained/Votes obtenus,Percentage of Votes Obtained,Majority/Majorité,Majority Percentage/Pourcentage de majorité
"Alberta","Edmonton--Mill Woods--Beaumont","48011","Brent Schaffrick Pirate Party/Parti Pirate","Edmonton, Alta./Alb.","Measurement While Drilling Operator/",374,.8,,
"Alberta","Edmonton--Mill Woods--Beaumont","48011","Naomi Rankin Communist/Communiste","Edmonton, Alta./Alb.","Computer Programmer/",100,.2,,
"Alberta","Edmonton--St. Albert","48015","Brent Rathgeber ** Conservative/Conservateur","Edmonton, Alta./Alb.","Lawyer/",34468,63.5,     22824,  42.0
"Alberta","Edmonton--St. Albert","48015","Brian LaBelle NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Edmonton, Alta./Alb.","Family Intervention Generalist/",11644,21.4,,
"Alberta","Edmonton--St. Albert","48015","Kevin Taron Liberal/Libéral","Edmonton, Alta./Alb.","Case Manager/",5796,10.7,,
"Alberta","Edmonton--St. Albert","48015","Peter Johnston Green Party/Parti Vert","Edmonton, Alta./Alb.","Building Contractor/",2409,4.4,,
"Alberta","Edmonton--Sherwood Park","48016","Tim Uppal ** Conservative/Conservateur","Sherwood Park, Alta./Alb.","Parliamentarian/",24623,44.7,      8360,  15.2
"Alberta","Edmonton--Sherwood Park","48016","James Ford Independent/Indépendant","Sherwood Park, Alta./Alb.","Publisher/",16263,29.5,,
"Alberta","Edmonton--Sherwood Park","48016","Mike Scott NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Edmonton, Alta./Alb.","Arena Operator/",7971,14.5,,
"Alberta","Edmonton--Sherwood Park","48016","Rick Szostak Liberal/Libéral","Edmonton, Alta./Alb.","University Professor/",4131,7.5,,
"Alberta","Edmonton--Sherwood Park","48016","Chris Vallee Green Party/Parti Vert","Edmonton, Alta./Alb.","Electrician/",1926,3.5,,
"Alberta","Edmonton--Sherwood Park","48016","Paul St. Laurent WBP/WBP","Sherwood Park, Alta./Alb.","Businessman/",222,.4,,
"Alberta","Edmonton--Spruce Grove","48017","Rona Ambrose ** Conservative/Conservateur","Edmonton, Alta./Alb.","Parliamentarian/",41782,71.1,     32510,  55.3
"Alberta","Edmonton--Spruce Grove","48017","Catherine Chaulk-Stokes NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Edmonton, Alta./Alb.","Registered Nurse/",9272,15.8,,
"Alberta","Edmonton--Spruce Grove","48017","Chris Austin Liberal/Libéral","Spruce Grove, Alta./Alb.","Military Police Officer/",5483,9.3,,
"Alberta","Edmonton--Spruce Grove","48017","Joshua Lund Green Party/Parti Vert","Edmonton, Alta./Alb.","Student/",2232,3.8,,
"Alberta","Edmonton--Strathcona","48018","Linda Duncan ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Edmonton, Alta./Alb.","Parliamentarian/",26093,53.5,      6331,  13.0
"Alberta","Edmonton--Strathcona","48018","Ryan Hastman Conservative/Conservateur","Edmonton, Alta./Alb.","Owner-Web Development/",19762,40.6,,
"Alberta","Edmonton--Strathcona","48018","Matthew Sinclair Liberal/Libéral","Edmonton, Alta./Alb.","Student/",1372,2.8,,
"Alberta","Edmonton--Strathcona","48018","Andrew Fehr Green Party/Parti Vert","Prince Albert, Sask.","University Student/",1119,2.3,,
"Alberta","Edmonton--Strathcona","48018","Kyle Murphy Independent/Indépendant","Seba Beach, Alta./Alb.","Student/",206,.4,,
"Alberta","Edmonton--Strathcona","48018","Kevan Hunter Marxist-Leninist/Marxiste-Léniniste","Edmonton, Alta./Alb.","Teacher/",91,.2,,
"Alberta","Edmonton--Strathcona","48018","Christopher White Independent/Indépendant","Edmonton, Alta./Alb.","Entrepreneur/",87,.2,,
"Alberta","Fort McMurray--Athabasca","48001","Brian Jean ** Conservative/Conservateur","Fort McMurray, Alta./Alb.","Lawyer/",21988,71.8,     17935,  58.6
"Alberta","Fort McMurray--Athabasca","48001","Berend Wilting NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Edmonton, Alta./Alb.","Charge Hand/",4053,13.2,,
"Alberta","Fort McMurray--Athabasca","48001","Karen Young Liberal/Libéral","Lac La Biche, Alta./Alb.","Business Owner/",3190,10.4,,
"Alberta","Fort McMurray--Athabasca","48001","Jule Asterisk Green Party/Parti Vert","Slave Lake, Alta./Alb.","Literacy Facilitator/",1374,4.5,,
"Alberta","Lethbridge","48019","Jim Hillyer Conservative/Conservateur","Raymond, Alta./Alb.","Consultant/",27173,56.5,     14101,  29.3
"Alberta","Lethbridge","48019","Mark Sandilands NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Lethbridge, Alta./Alb.","Professor/",13072,27.2,,
"Alberta","Lethbridge","48019","Michael Cormican Liberal/Libéral","Lethbridge, Alta./Alb.","Mental Health Practitioner/",4030,8.4,,
"Alberta","Lethbridge","48019","Cailin Bartlett Green Party/Parti Vert","Lethbridge, Alta./Alb.","Student/",2095,4.4,,
"Alberta","Lethbridge","48019","Geoffrey Capp CHP Canada/PHC Canada","Lethbridge, Alta./Alb.","Security Guard/",1716,3.6,,
"Alberta","Macleod","48020","Ted Menzies ** Conservative/Conservateur","Claresholm, Alta./Alb.","Parliamentarian/",40007,77.5,     34672,  67.1
"Alberta","Macleod","48020","Janine Giles NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Canmore, Alta./Alb.","Swim Coach/",5335,10.3,,
"Alberta","Macleod","48020","Attila Nagy Green Party/Parti Vert","Calgary, Alta./Alb.","Investment Advisor/",2389,4.6,,
"Alberta","Macleod","48020","Nicole Hankel Liberal/Libéral","Calgary, Alta./Alb.","Entrepreneur/",1898,3.7,,
"Alberta","Macleod","48020","Brad Carrigan PC Party/Parti PC","Millarville, Alta./Alb.","Author Non-Fiction/",1754,3.4,,
"Alberta","Macleod","48020","Marc Slingerland CHP Canada/PHC Canada","Lethbridge, Alta./Alb.","Teacher/",252,.5,,
"Alberta","Medicine Hat","48021","LaVar Payne ** Conservative/Conservateur","Medicine Hat, Alta./Alb.","Parliamentarian/",30719,71.5,     25103,  58.5
"Alberta","Medicine Hat","48021","Dennis Perrier NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Medicine Hat, Alta./Alb.","Retired Teacher/",5616,13.1,,
"Alberta","Medicine Hat","48021","Norm Boucher Liberal/Libéral","Medicine Hat, Alta./Alb.","Mayor (city official)/",4416,10.3,,
"Alberta","Medicine Hat","48021","Graham Murray Green Party/Parti Vert","Medicine Hat, Alta./Alb.","Student/",1868,4.4,,
"Alberta","Medicine Hat","48021","Frans VandeStroet CHP Canada/PHC Canada","Iron Springs, Alta./Alb.","Farmer/Realtor/",317,.7,,
"Alberta","Peace River","48022","Chris Warkentin ** Conservative/Conservateur","Grande Prairie, Alta./Alb.","Parliamentarian/",36334,75.8,     28594,  59.6
"Alberta","Peace River","48022","Jennifer Villebrun NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Grande Prairie, Alta./Alb.","Lawyer/",7740,16.1,,
"Alberta","Peace River","48022","Wayne John Kamieniecki Green Party/Parti Vert","North Star, Alta./Alb.","Grain Farmer/",1702,3.5,,
"Alberta","Peace River","48022","Corina Ganton Liberal/Libéral","Edmonton, Alta./Alb.","Operations Manager/",1481,3.1,,
"Alberta","Peace River","48022","Russ Toews Independent/Indépendant","Grande Prairie, Alta./Alb.","Oilfield Technician/",359,.7,,
"Alberta","Peace River","48022","Donovan Eckstrom Rhinoceros/Rhinocéros","Sexsmith, Alta./Alb.","Student/",345,.7,,
"Alberta","Red Deer","48023","Earl Dreeshen ** Conservative/Conservateur","Innisfail, Alta./Alb.","Parliamentarian/",37959,75.9,     30393,  60.8
"Alberta","Red Deer","48023","Stuart Somerville NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Endiang, Alta./Alb.","Teacher/Farmer/",7566,15.1,,
"Alberta","Red Deer","48023","Mason Connor Woodruff Sisson Green Party/Parti Vert","Red Deer, Alta./Alb.","Production Manager/",2551,5.1,,
"Alberta","Red Deer","48023","Andrew Lineker Liberal/Libéral","Edmonton, Alta./Alb.","Lot Manager/",1918,3.8,,
"Alberta","Vegreville--Wainwright","48024","Leon Benoit ** Conservative/Conservateur","Vermilion, Alta./Alb.","Parliamentarian/",39145,79.8,     33584,  68.5
"Alberta","Vegreville--Wainwright","48024","Ray A Stone NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Innisfree, Alta./Alb.","Farmer/",5561,11.3,,
"Alberta","Vegreville--Wainwright","48024","William Munsey Green Party/Parti Vert","New Sarepta, Alta./Alb.","Locomotive Engineer/",2499,5.1,,
"Alberta","Vegreville--Wainwright","48024","Ron Williams Liberal/Libéral","Strome, Alta./Alb.","Teacher/",1525,3.1,,
"Alberta","Vegreville--Wainwright","48024","Matthew Sokalski CHP Canada/PHC Canada","Vegreville, Alta./Alb.","Carpenter/",327,.7,,
"Alberta","Westlock--St. Paul","48025","Brian Storseth ** Conservative/Conservateur","St. Paul, Alta./Alb.","Parliamentarian/",32652,77.8,     27549,  65.7
"Alberta","Westlock--St. Paul","48025","Lyndsey Ellen Henderson NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Edmonton, Alta./Alb.","Office Manager/",5103,12.2,,
"Alberta","Westlock--St. Paul","48025","Rob Fox Liberal/Libéral","Bonnyville, Alta./Alb.","Consultant/",2569,6.1,,
"Alberta","Westlock--St. Paul","48025","Lisa Grant Green Party/Parti Vert","Morinville, Alta./Alb.","Household Manager/",1634,3.9,,
"Alberta","Wetaskiwin","48026","Blaine Calkins ** Conservative/Conservateur","Lacombe, Alta./Alb.","College Instructor/",37756,81.4,     32475,  70.0
"Alberta","Wetaskiwin","48026","Tim Robson NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Wetaskiwin, Alta./Alb.","Life Insurance Sales/",5281,11.4,,
"Alberta","Wetaskiwin","48026","Robert Johnston Green Party/Parti Vert","Calgary, Alta./Alb.","Manager/",1978,4.3,,
"Alberta","Wetaskiwin","48026","Christopher Anderson Liberal/Libéral","Blackfalds, Alta./Alb.","Electrician/",1348,2.9,,
"Alberta","Wild Rose","48027","Blake Richards ** Conservative/Conservateur","Airdrie, Alta./Alb.","Parliamentarian/",43669,74.7,     37074,  63.5
"Alberta","Wild Rose","48027","Jeff Horvath NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Canmore, Alta./Alb.","Teacher/",6595,11.3,,
"Alberta","Wild Rose","48027","Mike MacDonald Green Party/Parti Vert","Waiparous, Alta./Alb.","Early Childhood Mental Health Consultant/",4071,7,,
"Alberta","Wild Rose","48027","John Douglas Reilly Liberal/Libéral","Canmore, Alta./Alb.","Retired Judge/",3908,6.7,,
"Alberta","Wild Rose","48027","Randy Vanden Broek CHP Canada/PHC Canada","Shaughnessy, Alta./Alb.","Carpet Cleaner/",181,.3,,
"Alberta","Yellowhead","48028","Rob Merrifield ** Conservative/Conservateur","Whitecourt, Alta./Alb.","Parliamentarian/",31925,77,     26514,  64.0
"Alberta","Yellowhead","48028","Mark Wells NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Edmonton, Alta./Alb.","Law Student/",5411,13.1,,
"Alberta","Yellowhead","48028","Monika Schaefer Green Party/Parti Vert","Jasper, Alta./Alb.","Violin Teacher/Performer/",2132,5.1,,
"Alberta","Yellowhead","48028","Zack Siezmagraff Liberal/Libéral","Edmonton, Alta./Alb.","Business Analyst/",1190,2.9,,
"Alberta","Yellowhead","48028","Jacob Strydhorst CHP Canada/PHC Canada","Neerlandia, Alta./Alb.","Farmer/",404,1,,
"Alberta","Yellowhead","48028","Melissa Brade CAP/PAC","Gunn, Alta./Alb.","Homemaker/",384,.9,,
"British Columbia/Colombie-Britannique","Abbotsford","59001","Ed Fast ** Conservative/Conservateur","Abbotsford, B.C./C.-B.","Parliamentarian/",32493,65,     22404,  44.8
"British Columbia/Colombie-Britannique","Abbotsford","59001","David Alan Murray NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Pitt Meadows, B.C./C.-B.","Municipal Worker/",10089,20.2,,
"British Columbia/Colombie-Britannique","Abbotsford","59001","Madeleine Hardin Liberal/Libéral","Abbotsford, B.C./C.-B.","Instructor/Professor/",4968,9.9,,
"British Columbia/Colombie-Britannique","Abbotsford","59001","Daniel Bryce Green Party/Parti Vert","Abbotsford, B.C./C.-B.","Postal Clerk/",2138,4.3,,
"British Columbia/Colombie-Britannique","Abbotsford","59001","David MacKay Marxist-Leninist/Marxiste-Léniniste","Vancouver, B.C./C.-B.","Retired Postal Worker/",286,.6,,
"British Columbia/Colombie-Britannique","British Columbia Southern Interior/Colombie-Britannique-Southern Interior","59026","Alex Atamanenko ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Castlegar, B.C./C.-B.","Parliamentarian/",25206,50.9,      5933,  12.0
"British Columbia/Colombie-Britannique","British Columbia Southern Interior/Colombie-Britannique-Southern Interior","59026","Stephen Hill Conservative/Conservateur","Rossland, B.C./C.-B.","Financial Advisor/",19273,38.9,,
"British Columbia/Colombie-Britannique","British Columbia Southern Interior/Colombie-Britannique-Southern Interior","59026","Bryan Hunt Green Party/Parti Vert","Calgary, Alta./Alb.","Software Developer/",3153,6.4,,
"British Columbia/Colombie-Britannique","British Columbia Southern Interior/Colombie-Britannique-Southern Interior","59026","Shan Lavell Liberal/Libéral","Kelowna, B.C./C.-B.","Nurse/",1872,3.8,,
"British Columbia/Colombie-Britannique","Burnaby--Douglas","59002","Kennedy Stewart NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Vancouver, B.C./C.-B.","Professor/",20943,43,      1011,   2.1
"British Columbia/Colombie-Britannique","Burnaby--Douglas","59002","Ronald Leung Conservative/Conservateur","Burnaby, B.C./C.-B.","Minister Assistant/",19932,40.9,,
"British Columbia/Colombie-Britannique","Burnaby--Douglas","59002","Ken Low Liberal/Libéral","Vancouver, B.C./C.-B.","Retired/",5451,11.2,,
"British Columbia/Colombie-Britannique","Burnaby--Douglas","59002","Adrianne Merlo Green Party/Parti Vert","Burnaby, B.C./C.-B.","Teacher/",1754,3.6,,
"British Columbia/Colombie-Britannique","Burnaby--Douglas","59002","Lewis Clarke Dahlby Libertarian/Libertarien","Port Coquitlam, B.C./C.-B.","Business Owner/",420,.9,,
"British Columbia/Colombie-Britannique","Burnaby--Douglas","59002","George Gidora Communist/Communiste","Coquitlam, B.C./C.-B.","Transit Worker/",153,.3,,
"British Columbia/Colombie-Britannique","Burnaby--Douglas","59002","Brian Sproule Marxist-Leninist/Marxiste-Léniniste","Port Moody, B.C./C.-B.","Health Care Worker/",57,.1,,
"British Columbia/Colombie-Britannique","Burnaby--New Westminster","59003","Peter Julian ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique","New Westminster, B.C./C.-B.","Parliamentarian/",22193,49.7,      6184,  13.8
"British Columbia/Colombie-Britannique","Burnaby--New Westminster","59003","Paul Forseth Conservative/Conservateur","New Westminster, B.C./C.-B.","Consultant/",16009,35.8,,
"British Columbia/Colombie-Britannique","Burnaby--New Westminster","59003","Garth Evans Liberal/Libéral","Burnaby, B.C./C.-B.","Lawyer/",4496,10.1,,
"British Columbia/Colombie-Britannique","Burnaby--New Westminster","59003","Carrie McLaren Green Party/Parti Vert","Burnaby, B.C./C.-B.","Accounting Clerk/",1731,3.9,,
"British Columbia/Colombie-Britannique","Burnaby--New Westminster","59003","Tyler Pierce Libertarian/Libertarien","Burnaby, B.C./C.-B.","Software Developer/",160,.4,,
"British Columbia/Colombie-Britannique","Burnaby--New Westminster","59003","Joseph Theriault Marxist-Leninist/Marxiste-Léniniste","New Westminster, B.C./C.-B.","Residential Care Attendant/",94,.2,,
"British Columbia/Colombie-Britannique","Cariboo--Prince George","59004","Dick Harris ** Conservative/Conservateur","Ottawa, Ont.","Parliamentarian/",24443,56.2,     11308,  26.0
"British Columbia/Colombie-Britannique","Cariboo--Prince George","59004","Jon Van Barneveld NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Houston, B.C./C.-B.","Forestry Worker/",13135,30.2,,
"British Columbia/Colombie-Britannique","Cariboo--Prince George","59004","Heidi Redl Green Party/Parti Vert","150 Mile House, B.C./C.-B.","Rancher/",2702,6.2,,
"British Columbia/Colombie-Britannique","Cariboo--Prince George","59004","Sangeeta Lalli Liberal/Libéral","Burnaby, B.C./C.-B.","Student/",2200,5.1,,
"British Columbia/Colombie-Britannique","Cariboo--Prince George","59004","Henry Thiessen CHP Canada/PHC Canada","Vanderhoof, B.C./C.-B.","Commercial Pilot/",440,1,,
"British Columbia/Colombie-Britannique","Cariboo--Prince George","59004","Jon Ronan Independent/Indépendant","Prince George, B.C./C.-B.","Renovator/",394,.9,,
"British Columbia/Colombie-Britannique","Cariboo--Prince George","59004","Jordan Turner Rhinoceros/Rhinocéros","Prince George, B.C./C.-B.","Lifeguard & Swim Instructor/",204,.5,,
"British Columbia/Colombie-Britannique","Chilliwack--Fraser Canyon","59005","Mark Strahl Conservative/Conservateur","Chilliwack, B.C./C.-B.","Executive  Assistant/",28160,57.2,     15469,  31.4
"British Columbia/Colombie-Britannique","Chilliwack--Fraser Canyon","59005","Gwen O'Mahony NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Chilliwack, B.C./C.-B.","Community Support Worker/",12691,25.8,,
"British Columbia/Colombie-Britannique","Chilliwack--Fraser Canyon","59005","Diane Janzen Liberal/Libéral","Chilliwack, B.C./C.-B.","Education Manager/",5320,10.8,,
"British Columbia/Colombie-Britannique","Chilliwack--Fraser Canyon","59005","Jamie Hoskins Green Party/Parti Vert","Chilliwack, B.C./C.-B.","Employment Counsellor/",2706,5.5,,
"British Columbia/Colombie-Britannique","Chilliwack--Fraser Canyon","59005","Clive Edwards WBP/WBP","Chilliwack, B.C./C.-B.","Motion Picture Technician/",180,.4,,
"British Columbia/Colombie-Britannique","Chilliwack--Fraser Canyon","59005","Dorothy-Jean O'Donnell Marxist-Leninist/Marxiste-Léniniste","Hope, B.C./C.-B.","Lawyer/",173,.4,,
"British Columbia/Colombie-Britannique","Delta--Richmond East/Delta--Richmond-Est","59006","Kerry-Lynne Findlay Conservative/Conservateur","Vancouver, B.C./C.-B.","Lawyer/",26059,54.2,     14878,  31.0
"British Columbia/Colombie-Britannique","Delta--Richmond East/Delta--Richmond-Est","59006","Nic Slater NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Delta, B.C./C.-B.","Businessman/",11181,23.3,,
"British Columbia/Colombie-Britannique","Delta--Richmond East/Delta--Richmond-Est","59006","Alan Beesley Liberal/Libéral","Vancouver, B.C./C.-B.","Businessman/",8112,16.9,,
"British Columbia/Colombie-Britannique","Delta--Richmond East/Delta--Richmond-Est","59006","Duane Laird Green Party/Parti Vert","Delta, B.C./C.-B.","Self-employed/",2324,4.8,,
"British Columbia/Colombie-Britannique","Delta--Richmond East/Delta--Richmond-Est","59006","John Shavluk No Affiliation/Aucune appartenance","Delta, B.C./C.-B.","Marina Operator/",220,.5,,
"British Columbia/Colombie-Britannique","Delta--Richmond East/Delta--Richmond-Est","59006","Jeff Monds Libertarian/Libertarien","Coquitlam, B.C./C.-B.","Security Consultant/",147,.3,,
"British Columbia/Colombie-Britannique","Esquimalt--Juan de Fuca","59008","Randall C. Garrison NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Victoria, B.C./C.-B.","Criminal Justice Instructor/",26198,40.9,       406,   0.6
"British Columbia/Colombie-Britannique","Esquimalt--Juan de Fuca","59008","Troy DeSouza Conservative/Conservateur","Victoria, B.C./C.-B.","Municipal Prosecutor/",25792,40.2,,
"British Columbia/Colombie-Britannique","Esquimalt--Juan de Fuca","59008","Lillian Szpak Liberal/Libéral","Victoria, B.C./C.-B.","Municipal Councillor/",6439,10,,
"British Columbia/Colombie-Britannique","Esquimalt--Juan de Fuca","59008","Shaunna Salsman Green Party/Parti Vert","Sooke, B.C./C.-B.","Homemaker/",5341,8.3,,
"British Columbia/Colombie-Britannique","Esquimalt--Juan de Fuca","59008","Louis James Lesosky Independent/Indépendant","Victoria, B.C./C.-B.","Retired/",181,.3,,
"British Columbia/Colombie-Britannique","Esquimalt--Juan de Fuca","59008","Christopher Robert Porter CAP/PAC","Saanich, B.C./C.-B.","Director/",145,.2,,
"British Columbia/Colombie-Britannique","Fleetwood--Port Kells","59009","Nina Grewal ** Conservative/Conservateur","Surrey, B.C./C.-B.","Parliamentarian/",23950,47.5,      7417,  14.7
"British Columbia/Colombie-Britannique","Fleetwood--Port Kells","59009","Nao Fernando NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Surrey, B.C./C.-B.","Employment Relations Officer/",16533,32.8,,
"British Columbia/Colombie-Britannique","Fleetwood--Port Kells","59009","Pam Dhanoa Liberal/Libéral","Surrey, B.C./C.-B.","Real Estate Agent/",8041,16,,
"British Columbia/Colombie-Britannique","Fleetwood--Port Kells","59009","Alan Saldanha Green Party/Parti Vert","Surrey, B.C./C.-B.","Publisher/",1476,2.9,,
"British Columbia/Colombie-Britannique","Fleetwood--Port Kells","59009","Alex Joehl Libertarian/Libertarien","Surrey, B.C./C.-B.","Butcher/",370,.7,,
"British Columbia/Colombie-Britannique","Kamloops--Thompson--Cariboo","59010","Cathy McLeod ** Conservative/Conservateur","Kamloops, B.C./C.-B.","Parliamentarian/",29682,52.2,      8699,  15.3
"British Columbia/Colombie-Britannique","Kamloops--Thompson--Cariboo","59010","Michael David Crawford NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Kamloops, B.C./C.-B.","University Professor/",20983,36.9,,
"British Columbia/Colombie-Britannique","Kamloops--Thompson--Cariboo","59010","Murray Todd Liberal/Libéral","Kamloops, B.C./C.-B.","Retired/",3026,5.3,,
"British Columbia/Colombie-Britannique","Kamloops--Thompson--Cariboo","59010","Donovan Michael Cavers Green Party/Parti Vert","Kamloops, B.C./C.-B.","Small Business Owner/",2932,5.2,,
"British Columbia/Colombie-Britannique","Kamloops--Thompson--Cariboo","59010","Christopher Kempling CHP Canada/PHC Canada","Kamloops, B.C./C.-B.","Counsellor/",191,.3,,
"British Columbia/Colombie-Britannique","Kelowna--Lake Country","59011","Ron Cannan ** Conservative/Conservateur","Kelowna, B.C./C.-B.","Parliamentarian/",34566,57.4,     21244,  35.3
"British Columbia/Colombie-Britannique","Kelowna--Lake Country","59011","Tisha Kalmanovitch NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Kelowna, B.C./C.-B.","Consultant/",13322,22.1,,
"British Columbia/Colombie-Britannique","Kelowna--Lake Country","59011","Kris Stewart Liberal/Libéral","Kelowna, B.C./C.-B.","Nurse Manager/",7069,11.7,,
"British Columbia/Colombie-Britannique","Kelowna--Lake Country","59011","Alice Hooper Green Party/Parti Vert","Kelowna, B.C./C.-B.","Real Estate Sales Representative/",5265,8.7,,
"British Columbia/Colombie-Britannique","Kootenay--Columbia","59012","David Wilks Conservative/Conservateur","Sparwood, B.C./C.-B.","Business Owner/",23910,55.9,      9711,  22.7
"British Columbia/Colombie-Britannique","Kootenay--Columbia","59012","Mark Shmigelsky NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Invermere, B.C./C.-B.","Millworker/",14199,33.2,,
"British Columbia/Colombie-Britannique","Kootenay--Columbia","59012","Bill Green Green Party/Parti Vert","Kimberley, B.C./C.-B.","Biologist/",2547,6,,
"British Columbia/Colombie-Britannique","Kootenay--Columbia","59012","Betty Aitchison Liberal/Libéral","Kimberley, B.C./C.-B.","Retired/",1496,3.5,,
"British Columbia/Colombie-Britannique","Kootenay--Columbia","59012","Brent Bush Independent/Indépendant","Kimberley, B.C./C.-B.","Postal Worker/",636,1.5,,
"British Columbia/Colombie-Britannique","Langley","59013","Mark Warawa ** Conservative/Conservateur","Langley, B.C./C.-B.","Parliamentarian/",35569,64.5,     24292,  44.1
"British Columbia/Colombie-Britannique","Langley","59013","Piotr Majkowski NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Vancouver, B.C./C.-B.","Nurse/",11277,20.5,,
"British Columbia/Colombie-Britannique","Langley","59013","Rebecca Darnell Liberal/Libéral","Langley, B.C./C.-B.","Lawyer/",4990,9.1,,
"British Columbia/Colombie-Britannique","Langley","59013","Carey Ann Poitras Green Party/Parti Vert","Aldergrove, B.C./C.-B.","Administrator/",2943,5.3,,
"British Columbia/Colombie-Britannique","Langley","59013","Craig Nobbs Pirate Party/Parti Pirate","Surrey, B.C./C.-B.","Businessman/",353,.6,,
"British Columbia/Colombie-Britannique","Nanaimo--Alberni","59014","James Lunney ** Conservative/Conservateur","Errington, B.C./C.-B.","Chiropractor/",30469,46.4,      5304,   8.1
"British Columbia/Colombie-Britannique","Nanaimo--Alberni","59014","Zenaida Maartman NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Nanaimo, B.C./C.-B.","Manager/",25165,38.3,,
"British Columbia/Colombie-Britannique","Nanaimo--Alberni","59014","Renée Amber Miller Liberal/Libéral","Nanaimo, B.C./C.-B.","Lawyer/",4984,7.6,,
"British Columbia/Colombie-Britannique","Nanaimo--Alberni","59014","Myron Jespersen Green Party/Parti Vert","Port Alberni, B.C./C.-B.","Consultant/",4482,6.8,,
"British Columbia/Colombie-Britannique","Nanaimo--Alberni","59014","Jesse Schroeder Pirate Party/Parti Pirate","Parksville, B.C./C.-B.","Student/",363,.6,,
"British Columbia/Colombie-Britannique","Nanaimo--Alberni","59014","Frank Wagner CHP Canada/PHC Canada","Nanaimo, B.C./C.-B.","Foster Parent/",94,.1,,
"British Columbia/Colombie-Britannique","Nanaimo--Alberni","59014","Barbara Biley Marxist-Leninist/Marxiste-Léniniste","Courtenay, B.C./C.-B.","Health Care Worker/",81,.1,,
"British Columbia/Colombie-Britannique","Nanaimo--Cowichan","59015","Jean Crowder ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Duncan, B.C./C.-B.","Consultant/",31272,48.9,      6775,  10.6
"British Columbia/Colombie-Britannique","Nanaimo--Cowichan","59015","John Koury Conservative/Conservateur","Duncan, B.C./C.-B.","Corporate Director/",24497,38.3,,
"British Columbia/Colombie-Britannique","Nanaimo--Cowichan","59015","Anne Marie Benoit Green Party/Parti Vert","Nanaimo, B.C./C.-B.","Sale Cashier/",5005,7.8,,
"British Columbia/Colombie-Britannique","Nanaimo--Cowichan","59015","Brian Fillmore Liberal/Libéral","Nanaimo, B.C./C.-B.","Sales/",3007,4.7,,
"British Columbia/Colombie-Britannique","Nanaimo--Cowichan","59015","Jack East Marxist-Leninist/Marxiste-Léniniste","Campbell River, B.C./C.-B.","Retired Railway Worker/",170,.3,,
"British Columbia/Colombie-Britannique","Newton--North Delta/Newton--Delta-Nord","59016","Jinny Sims NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Delta, B.C./C.-B.","Teacher/",15413,33.4,       903,   2.0
"British Columbia/Colombie-Britannique","Newton--North Delta/Newton--Delta-Nord","59016","Sukh Dhaliwal ** Liberal/Libéral","Surrey, B.C./C.-B.","Parliamentarian/",14510,31.5,,
"British Columbia/Colombie-Britannique","Newton--North Delta/Newton--Delta-Nord","59016","Mani Fallon Conservative/Conservateur","Surrey, B.C./C.-B.","Director of Operation/",14437,31.3,,
"British Columbia/Colombie-Britannique","Newton--North Delta/Newton--Delta-Nord","59016","Liz Walker Green Party/Parti Vert","Surrey, B.C./C.-B.","Supervision Aide/",1520,3.3,,
"British Columbia/Colombie-Britannique","Newton--North Delta/Newton--Delta-Nord","59016","Ravi S. Gill Independent/Indépendant","Surrey, B.C./C.-B.","Carpenter/",123,.3,,
"British Columbia/Colombie-Britannique","Newton--North Delta/Newton--Delta-Nord","59016","Samuel Frank Hammond Communist/Communiste","Surrey, B.C./C.-B.","Journalist/",116,.3,,
