riding,date,sample_size,cpc,ndp,lpc,bq,gpc,oth
24054,2011-05-02,41875,0.07985671641791045,0.5568716417910448,0.2162626865671642,0.11603582089552239,0.022352238805970148,0.00862089552238806
24055,2011-05-02,45887,0.0504064331945867,0.29476758123215724,0.37934491250245167,0.24885043694292502,0.01887244753416,0.007758188593719354
24056,2011-05-02,48025,0.2686309213951067,0.34128058302967207,0.30467464862051014,0.04980739198334201,0.03560645497136908,0.0
24057,2011-05-02,50366,0.26190287098439424,0.4727395465194774,0.15180875987769527,0.09546122384148037,0.016360243021085654,0.0017273557558670533
24058,2011-05-02,52468,0.0,0.42667911870092246,0.06600213463444385,0.20479149195700236,0.02437676297933979,0.27815049172829154
24059,2011-05-02,52516,0.17766014167110974,0.4264224236423185,0.0901629979434839,0.2796290654276792,0.02178383730672557,0.004341534008683068
46001,2011-05-02,33301,0.6382991501756704,0.24632893907089878,0.057415693222425755,0.0,0.057415693222425755,0.0005405243085793219
48008,2011-05-02,48773,0.7590470137166055,0.10550919566153405,0.06405183195620527,0.0,0.06431837287023558,0.007073585795419597
59007,2011-05-02,37646,0.5737130106784253,0.24671943898422144,0.11799394357966318,0.0,0.04616692344472188,0.015406683312968177
59027,2011-05-02,62463,0.36475993788322686,0.11043337655892288,0.06064390118950418,0.0,0.46416278436834607,0.0
59041,2011-05-02,60417,0.23627455848519457,0.5077875432411407,0.13982819405134317,0.0,0.11610970422232153,0.0
59006,2011-05-02,38193,0.5956065247558453,0.2349383394862933,0.1118791401565732,0.0,0.05034954049171314,0.007226455109575053
46007,2011-05-02,33962,0.7578764501501678,0.10208468288086685,0.05983157646781697,0.0,0.05638654967316412,0.02382074082798422
59005,2011-05-02,48894,0.5458747494580112,0.26048185871477075,0.10058493884730232,0.0,0.07763733791467256,0.01542111506524318
35013,2011-05-02,55085,0.4841063810474721,0.2894980484705455,0.18898066624307888,0.0,0.03205954434056458,0.005355359898338931
46006,2011-05-02,36628,0.5846893087255651,0.3005078082341378,0.0788194823632194,0.0,0.026482472425466856,0.00950092825161079
59014,2011-05-02,48338,0.5838057015184741,0.21366212917373495,0.11473374984484257,0.0,0.0877984194629484,0.0
59004,2011-05-02,43239,0.5625708272624251,0.30104766530215776,0.050671847175004045,0.0,0.06181919100811767,0.02389046925229538
46005,2011-05-02,34287,0.4691282410242949,0.4480706973488494,0.05188555429171406,0.0,0.030711348324437834,0.00020415901070376527
13010,2011-05-02,34457,0.6213541515512088,0.19136895260759787,0.16228923005485096,0.0,0.02478451403198189,0.0002031517543605073
35028,2011-05-02,50920,0.4023173605655931,0.2030243519245876,0.35086410054988215,0.0,0.04020031421838177,0.003593872741555381
35027,2011-05-02,53292,0.4185806500037529,0.1462133153193725,0.40561435112211963,0.0,0.026852060346768746,0.002739623207986189
35026,2011-05-02,50219,0.4826659232561381,0.349051155936996,0.1425954320078058,0.0,0.02423385571198152,0.0014536330870785958
35025,2011-05-02,48899,0.5805435693981472,0.24078202008221028,0.13413362236446552,0.0,0.03022556698500992,0.01431522117016708
35024,2011-05-02,48389,0.4681229204984604,0.11599743743412759,0.38417822232325527,0.0,0.03170141974415673,0.0
35023,2011-05-02,50572,0.5517084552716919,0.23750296606818003,0.15532310369374358,0.0,0.04559835482084948,0.009867120145535079
35022,2011-05-02,48549,0.5900636470370142,0.13201095800119467,0.13102226616408166,0.0,0.14690312879770953,0.0
35021,2011-05-02,45326,0.43890923531747783,0.10748797599611702,0.41486122755151567,0.0,0.035652826192472314,0.0030887349424171557
24031,2011-05-02,50752,0.09692228877679697,0.469203184110971,0.0639186633039092,0.3300559583858764,0.039899905422446404,0.0
24017,2011-05-02,48988,0.12825589940393567,0.3680697313627827,0.32754960398464933,0.1594676247244223,0.015105740181268883,0.0015514003429411285
35049,2011-05-02,50187,0.6007731085739335,0.1811624524279196,0.16376750951441607,0.0,0.048837348317293326,0.005459581166437523
35048,2011-05-02,50776,0.5774775484480857,0.23952260910666456,0.14152355443516623,0.0,0.03334252402709942,0.008133763982984087
35045,2011-05-02,46998,0.40359164219754035,0.2192646495595557,0.3228860802587344,0.0,0.04585301502191583,0.008404612962253713
35044,2011-05-02,56633,0.34057881447212757,0.21616372079882754,0.4002260166334116,0.0,0.043031448095633286,0.0
35047,2011-05-02,39665,0.5119374763645531,0.25763267364174963,0.18923484180007563,0.0,0.04001008445733014,0.0011849237362914408
35046,2011-05-02,40274,0.5441475890152455,0.18252470576550628,0.23474201718230123,0.0,0.03645031533992154,0.002135372697025376
35041,2011-05-02,50802,0.5370851541277902,0.152848313058541,0.26465493484508484,0.0,0.04541159796858391,0.0
35040,2011-05-02,53241,0.5494825416502319,0.25343250502432335,0.1649856313743168,0.0,0.02732856257395616,0.004770759377171728
35043,2011-05-02,38822,0.571248261295142,0.12310030395136778,0.2749987120704755,0.0,0.02738138169079388,0.003271340992220906
35042,2011-05-02,24586,0.4704709997559587,0.27881721304807616,0.21886439437078012,0.0,0.025868380379077523,0.005979012446107541
48012,2011-05-02,44971,0.6492850948388962,0.10582375308532165,0.1544773298347824,0.0,0.08774543594761068,0.002668386293389073
48013,2011-05-02,29461,0.5625403075252028,0.10040392383150606,0.28641254539900207,0.0,0.04626455313804691,0.004378670106242151
46003,2011-05-02,21205,0.2612591369959915,0.5169535486913464,0.19867955670832352,0.0,0.0231077576043386,0.0
59002,2011-05-02,43290,0.4423423423423423,0.35153615153615153,0.15717255717255718,0.0,0.03883113883113883,0.010117810117810117
48010,2011-05-02,44039,0.6852562501419197,0.11467108699107609,0.12650151002520493,0.0,0.07241308839891913,0.0011580644428801745
24025,2011-05-02,47420,0.1593209616195698,0.5164276676507803,0.08390974272458879,0.21952762547448335,0.020814002530577816,0.0
24024,2011-05-02,45510,0.14152933421226105,0.4111623818940892,0.29404526477697207,0.11535926170072512,0.02997143484948363,0.007932322566468909
24027,2011-05-02,51336,0.08006077606358111,0.6212794140564126,0.13795387252610253,0.149290945924887,0.011414991429016674,0.0
24026,2011-05-02,35331,0.19071070731086015,0.28830205768305456,0.17041691432453088,0.3307010840338513,0.01986923664770315,0.0
24021,2011-05-02,45393,0.12028286299649726,0.4872116846209768,0.10199810543475867,0.26911638358337187,0.01907783138369352,0.0023131319807018704
24020,2011-05-02,47170,0.23006147975408098,0.38244647021411915,0.05333898664405343,0.31655713377146494,0.017065931736273056,0.00052999788000848
24023,2011-05-02,49769,0.11854769032932147,0.47280435612529886,0.11995418835017782,0.2642809781189094,0.024312322931945587,0.0001004641443468826
24022,2011-05-02,43094,0.25562723348958094,0.37678099039309415,0.05754861465633267,0.28816076483965286,0.015199331693507217,0.006683064927832181
60001,2011-05-02,16057,0.3376720433455814,0.143737933611509,0.32945132963816404,0.0,0.1891386934047456,0.0
46004,2011-05-02,34429,0.6451537947660403,0.24804670481280316,0.06331871387493102,0.0,0.04269656394318743,0.0007842226030381365
24029,2011-05-02,45024,0.1300861762615494,0.35216773276474767,0.3349991115849325,0.16002576403695806,0.016124733475479745,0.006596481876332622
12010,2011-05-02,37051,0.37847831367574425,0.1902512752692235,0.3991255296753124,0.0,0.032144881379719846,0.0
48017,2011-05-02,35454,0.5893552208495515,0.2539910870423647,0.11725052180289953,0.0,0.0299543069893383,0.009448863315845884
35038,2011-05-02,53199,0.4239741348521589,0.28190379518412,0.24914002142897423,0.0,0.03731273144232034,0.007669317092426549
35039,2011-05-02,43077,0.5485293776261114,0.23991921442997424,0.17067112380156463,0.0,0.03426422452817048,0.00661605961417926
46009,2011-05-02,40418,0.5012865554950765,0.15787520411697759,0.3120144490078678,0.0,0.028823791380078182,0.0
46008,2011-05-02,35005,0.7035280674189401,0.18163119554349377,0.06730467076131981,0.0,0.029681474075132126,0.017854592201114128
48014,2011-05-02,43093,0.46200078899125147,0.2581857842340983,0.23730072169493885,0.0,0.03562063444178869,0.006892070637922632
35030,2011-05-02,45387,0.5539912309692203,0.22790666931059556,0.1690131535461696,0.0,0.0416859453147377,0.007403000859276886
35031,2011-05-02,54903,0.48817004535271297,0.16663934575524106,0.30601242190772815,0.0,0.035772180026592354,0.003406006957725443
35032,2011-05-02,59021,0.3278832957760797,0.16739804476372816,0.43354060419172835,0.0,0.06131715829958828,0.009860896968875484
35033,2011-05-02,50366,0.5093714013421753,0.19977762776476193,0.24915617678592702,0.0,0.0330580153278005,0.008636778779335266
35034,2011-05-02,54699,0.6003948883891844,0.22062560558693944,0.1285215451836414,0.0,0.05045796084023474,0.0
35035,2011-05-02,34426,0.23464823098820659,0.6025097310172544,0.13097658746296403,0.0,0.004996223784349038,0.026869226747225933
35036,2011-05-02,44848,0.3691803424901891,0.4425615412058509,0.13579200856225473,0.0,0.028496254013556904,0.023969853728148412
35037,2011-05-02,45010,0.3229282381692957,0.48447011775161075,0.1564319040213286,0.0,0.0282159520106643,0.007953788047100644
35029,2011-05-02,35073,0.319533544321843,0.23616457103755026,0.42565506229863426,0.0,0.001710717646052519,0.016936104695919937
35058,2011-05-02,42677,0.4168990322656232,0.18993837429997423,0.36717669939311576,0.0,0.023127211378494272,0.002858682662792605
35059,2011-05-02,44249,0.4354448688105946,0.17656896201044092,0.3615674930506904,0.0,0.021672806165111077,0.004745869963163009
35056,2011-05-02,39331,0.45826447331621367,0.16526404108718315,0.3368589662098599,0.0,0.030052630240776996,0.009559889145966286
35057,2011-05-02,33844,0.5504668478903203,0.16525824370641767,0.24181538825197968,0.0,0.03870700862782177,0.003752511523460584
35054,2011-05-02,47183,0.5048428459402751,0.16978572791047622,0.28953224678379924,0.0,0.02723438526587966,0.008604794099569761
35055,2011-05-02,38078,0.36391091969116024,0.23391459635485057,0.3710541520037817,0.0,0.026209359735280213,0.004910972214927254
35052,2011-05-02,53445,0.3705117410421929,0.2427542333239779,0.3423706614276359,0.0,0.04041538029750211,0.003947983908691178
35053,2011-05-02,58342,0.4507216070755202,0.25419080593740356,0.2672860032223784,0.0,0.026790305440334578,0.0010112783243632374
35050,2011-05-02,49320,0.6080494728304947,0.18313057583130576,0.15894160583941605,0.0,0.049878345498783457,0.0
35051,2011-05-02,47453,0.3392409331338377,0.4984932459486228,0.12030851579457569,0.0,0.029713611362822162,0.012243693760141615
47013,2011-05-02,30778,0.7286048476184287,0.18487231139125349,0.055819091558905715,0.0,0.030703749431412047,0.0
47012,2011-05-02,30459,0.42535867887980566,0.5113102859581733,0.037624347483502414,0.0,0.025706687678518664,0.0
47011,2011-05-02,35122,0.4859347417573031,0.37993280564888104,0.09606514435396618,0.0,0.02924093160981721,0.008826376630032459
47010,2011-05-02,36077,0.5022313385259306,0.3983978712198908,0.07323225323613382,0.0,0.0249466419048147,0.0011918951132300357
47014,2011-05-02,34276,0.6887326409149259,0.21957054498774653,0.06613957287898238,0.0,0.023865095110281245,0.0016921461080639515
48001,2011-05-02,42330,0.7073234112922278,0.1307347035199622,0.08060477202929364,0.0,0.07743916843845972,0.0038979447200566974
48003,2011-05-02,36469,0.8339137349529737,0.08157613315418574,0.03539992870657271,0.0,0.03411116290548137,0.014999040280786422
48002,2011-05-02,47712,0.8309439973172368,0.09838195841716968,0.02152498323272971,0.0,0.03896294433266264,0.010186116700201208
48005,2011-05-02,50767,0.5243366753993736,0.15827210589556207,0.1764335099572557,0.0,0.1369984438710186,0.00395926487679004
48004,2011-05-02,41452,0.5536282929653575,0.1516452764643443,0.19120910933127472,0.0,0.10332432693235549,0.0001929943066679533
48007,2011-05-02,46732,0.7438371993494821,0.12115894890011128,0.07459556620730977,0.0,0.05493024052041428,0.00547804502268253
48006,2011-05-02,30898,0.6334714220985177,0.1315295488381125,0.17463913521910804,0.0,0.05301314000906208,0.007346753835199689
11003,2011-05-02,19153,0.5464940218242573,0.12368819506082598,0.31311021772046155,0.0,0.016707565394455177,0.0
24037,2011-05-02,48862,0.0973967500306987,0.45170070811673696,0.1829438009086816,0.23439482624534402,0.025541320453522164,0.008022594245016577
24034,2011-05-02,50650,0.09449160908193485,0.4996643632773939,0.13220138203356369,0.25733464955577495,0.014511352418558736,0.0017966436327739388
24035,2011-05-02,54290,0.4226561060968871,0.32134831460674157,0.03252901086756309,0.21003868115675078,0.01342788727205747,0.0
24032,2011-05-02,46657,0.34134213515656814,0.42499517757249716,0.027091326060398227,0.19257560494673898,0.012881239685363397,0.0011145165784341043
24033,2011-05-02,49687,0.07649888300762775,0.47527522289532476,0.10095195926499889,0.32364602411093446,0.018837925413085918,0.004789985308028257
24030,2011-05-02,50280,0.10043754972155927,0.5877486077963405,0.2049323786793954,0.08675417661097852,0.020127287191726333,0.0
11004,2011-05-02,20294,0.39095299103183206,0.14634867448506947,0.4240169508229033,0.0,0.038681383660195134,0.0
12006,2011-05-02,39778,0.3017999899441903,0.28450399718437325,0.3726683091155915,0.0,0.04102770375584494,0.0
12007,2011-05-02,40164,0.3663479733094313,0.20025395876904692,0.3955532317498257,0.0,0.037844836171696046,0.0
12004,2011-05-02,44001,0.2502897661416786,0.3642189950228404,0.34724210813390605,0.0,0.038249130701574964,0.0
12005,2011-05-02,46032,0.18013555787278415,0.5161843934654153,0.25645203336809175,0.0,0.043925964546402504,0.0033020507473062216
12002,2011-05-02,38878,0.5528576572868975,0.2680693451309224,0.1395133494521323,0.0,0.038093523329389374,0.0014661248006584702
12003,2011-05-02,37547,0.5293365648387355,0.22475830292699817,0.18384957519908382,0.0,0.053666071856606386,0.008389485178576184
24038,2011-05-02,56586,0.09270844378468172,0.4382709504117626,0.12669211465733574,0.31454776799915174,0.025147563001449123,0.002633160145619058
24039,2011-05-02,51102,0.03948964815467105,0.46475676098782825,0.10670815232280537,0.34939924073421785,0.026398184024108644,0.013248013776368832
35120,2011-05-02,35198,0.24316722541053468,0.4012159781805784,0.3279163588840275,0.0,0.027700437524859366,0.0
35121,2011-05-02,27724,0.22081950656470928,0.27849516664262014,0.4699899004472659,0.0,0.016231424036935508,0.014464002308469196
59035,2011-05-02,44238,0.18900040689000408,0.6282833762828338,0.09905511099055112,0.0,0.07647271576472715,0.007188390071883901
35020,2011-05-02,39215,0.4029580517659059,0.20726762718347572,0.3729695269667219,0.0,0.013183730715287518,0.0036210633686089505
48022,2011-05-02,46129,0.7782306141472827,0.10091265798087971,0.03520561902490841,0.0,0.047540592685729154,0.03811051616120011
48030,2011-05-02,40627,0.7741895783592192,0.14293450168607083,0.03566593644620573,0.0,0.047209983508504194,0.0
35069,2011-05-02,44148,0.28026184651626346,0.5498776841533025,0.1406405726193712,0.0,0.027883482830479298,0.0013364138805834918
35068,2011-05-02,43719,0.5947071067499257,0.1921361421807452,0.14293556577231867,0.0,0.045060500011436674,0.02516068528557378
48031,2011-05-02,42842,0.6448578497735866,0.2007375939498623,0.10835161757154195,0.0,0.0460529387050091,0.0
35063,2011-05-02,46236,0.4612206938316463,0.15211090924820486,0.3499221385933039,0.0,0.03652997664157799,0.0002162816852668916
35062,2011-05-02,36632,0.3743994321904346,0.23433063987770256,0.36792967896920725,0.0,0.020310111378030137,0.003030137584625464
35061,2011-05-02,51746,0.4690410853012793,0.12787461832798672,0.36851157577397287,0.0,0.03078498821164921,0.0037877323851118927
35060,2011-05-02,46468,0.4658259447361625,0.16148747525178617,0.34384953085994663,0.0,0.027416716880433848,0.0014203322716708272
35067,2011-05-02,53980,0.5325676176361616,0.23492034086698776,0.18907002593553168,0.0,0.038643942200815115,0.0047980733605038905
35066,2011-05-02,48545,0.39075084972705737,0.43170254403131114,0.14357812339066844,0.0,0.02480173035328046,0.009166752497682562
35065,2011-05-02,47279,0.5405782694219421,0.1579348124960342,0.23703970050127965,0.0,0.043803802956915334,0.020643414623828762
35064,2011-05-02,51130,0.5102092704869939,0.17831018971249757,0.2711324075884999,0.0,0.04034813221200861,0.0
12008,2011-05-02,38993,0.30187469545815915,0.5430205421485907,0.11307157694970892,0.0,0.041956248557433386,7.693688610776293e-05
48018,2011-05-02,43267,0.5937319435135322,0.21166246793168003,0.14493725009822728,0.0,0.04966833845656043,0.0
48019,2011-05-02,49807,0.40323649286244906,0.5371132571726865,0.028550203786616338,0.0,0.023390286505912822,0.007709759672335214
47008,2011-05-02,30445,0.5319756938741994,0.3865330924618164,0.047528329775004104,0.0,0.029791427163737887,0.00417145672524224
47009,2011-05-02,36568,0.35706081820170643,0.20077663530956028,0.4176055567709473,0.0,0.024556989717786044,0.0
47004,2011-05-02,32640,0.6835171568627451,0.24393382352941176,0.03915441176470588,0.0,0.02616421568627451,0.007230392156862745
47005,2011-05-02,37675,0.6095023224950232,0.3253085600530856,0.03787657597876576,0.0,0.027073656270736563,0.00023888520238885203
47006,2011-05-02,33284,0.6241737771902416,0.31492609061410887,0.03437086888595121,0.0,0.02226294916476385,0.004266314144934503
47007,2011-05-02,38508,0.43868806481770023,0.451802222914719,0.08195699594889373,0.0,0.027552716318687026,0.0
48016,2011-05-02,34180,0.5545348156816852,0.2657109420713868,0.09104739613809246,0.0,0.028759508484493854,0.05994733762434172
47001,2011-05-02,26029,0.6594951784548004,0.28061008874716664,0.03380844442736947,0.0,0.026086288370663492,0.0
47002,2011-05-02,32407,0.7057117289474496,0.20801061499058845,0.058475020828833275,0.0,0.027802635233128644,0.0
47003,2011-05-02,20831,0.46882050789688445,0.45384283039700446,0.05270990350919303,0.0,0.024626758196918053,0.0
24003,2011-05-02,48602,0.08571663717542488,0.29937039627998846,0.3112423357063495,0.2832599481502819,0.014567301757129336,0.005843380930825892
24002,2011-05-02,47973,0.0990348737831697,0.512454922560607,0.05919996664790611,0.314989681695954,0.014320555312363203,0.0
24001,2011-05-02,31548,0.22556104982883227,0.44820590845695446,0.10466590592113605,0.1826423228096868,0.038924812983390386,0.0
59040,2011-05-02,36706,0.42420857625456326,0.2106740042499864,0.33754699504168256,0.0,0.02206723696398409,0.005503187489783686
24007,2011-05-02,52049,0.5072143557032796,0.2999865511345079,0.10995408173067686,0.06670637284097677,0.016138638590558897,0.0
24006,2011-05-02,36527,0.1316286582527993,0.2662687874722808,0.232047526487256,0.3449229337202617,0.025132094067402196,0.0
24005,2011-05-02,43916,0.14712177793970307,0.45006375808361415,0.13739867018854177,0.232625922215138,0.02630020949084616,0.006489662082156845
24004,2011-05-02,48162,0.11205929986296251,0.4220962584610274,0.22324654291765292,0.22353722852041027,0.014513516880528217,0.004547153357418712
24009,2011-05-02,49732,0.13025818386551918,0.35600820397329686,0.10102147510657122,0.38297273385345454,0.02973940320115821,0.0
24008,2011-05-02,47592,0.25279458732560095,0.4590477391158178,0.0635611027063372,0.2013783829214994,0.01857455034459573,0.004643637586148932
35010,2011-05-02,39812,0.4886717572591179,0.1883351753240229,0.28154827690143674,0.0,0.03682306842158143,0.004621722093841053
59021,2011-05-02,50306,0.4755496362262951,0.16858823997137518,0.29714149405637497,0.0,0.05229992446229078,0.0064207052836639765
35011,2011-05-02,35560,0.4541057367829021,0.1641451068616423,0.35390888638920137,0.0,0.022609673790776153,0.005230596175478065
59018,2011-05-02,55879,0.4039263408436085,0.45265663308219545,0.06678716512464432,0.0,0.07170851303709802,0.004921347912453695
35119,2011-05-02,38675,0.6366645119586296,0.185830639948287,0.11335488041370394,0.0,0.053600517129928894,0.01054945054945055
35118,2011-05-02,35546,0.48525853823214987,0.15894896753502505,0.3323862037922692,0.0,0.0234062904405559,0.0
35117,2011-05-02,39745,0.31644231978865267,0.5432633035601963,0.10886904013083407,0.0,0.02757579569757202,0.0038495408227449996
35016,2011-05-02,44827,0.5274499743458184,0.27911749615187276,0.15443817342226782,0.0,0.036005086220358265,0.0029892698596827804
35115,2011-05-02,38984,0.4147085983993433,0.1894110404268418,0.3919813256720706,0.0,0.0038990355017443053,0.0
35114,2011-05-02,52771,0.5880881544787857,0.21407591290671013,0.14485228629360825,0.0,0.049800079589168295,0.0031835667317276534
35113,2011-05-02,55154,0.636961961054502,0.1295644921492548,0.1637959168872611,0.0,0.06394821771766326,0.005729412191318853
35112,2011-05-02,53632,0.41378281622911695,0.14942571599045346,0.3832040572792363,0.0,0.04676312649164678,0.00682428400954654
35111,2011-05-02,38450,0.5656697009102731,0.10697009102730819,0.307074122236671,0.0,0.020286085825747726,0.0
35110,2011-05-02,46665,0.20128576020572164,0.4382727954569806,0.30571091824708024,0.0,0.046608807457409196,0.008121718632808314
48027,2011-05-02,37350,0.6869879518072289,0.14937081659973225,0.11151271753681392,0.0,0.04441767068273093,0.0077108433734939755
24036,2011-05-02,54260,0.28444526354589017,0.30062661260597123,0.34098783634353114,0.031201621820862512,0.04273866568374493,0.0
48025,2011-05-02,41181,0.7898545445715257,0.11226050848692358,0.051018673660183096,0.0,0.042228212039532795,0.004638061241834827
48024,2011-05-02,33847,0.7611605164416344,0.15398705941442373,0.03179011433805064,0.0,0.03755133394392413,0.015510975861967088
48023,2011-05-02,25650,0.725224171539961,0.1312280701754386,0.10787524366471735,0.0,0.03567251461988304,0.0
35014,2011-05-02,51054,0.5630117130881028,0.17644063148822814,0.16067301288831434,0.0,0.09987464253535472,0.0
48021,2011-05-02,41282,0.7556804418390581,0.1427256431374449,0.05726466740952473,0.0,0.040889491788188556,0.0034397558257836347
11002,2011-05-02,18468,0.32705219839722766,0.2508122157244964,0.394845137535196,0.0,0.02257959714100065,0.004710851202079272
35015,2011-05-02,61250,0.5414204081632653,0.1885387755102041,0.2324081632653061,0.0,0.035346938775510206,0.002285714285714286
11001,2011-05-02,21130,0.38367250354945576,0.10241362991008045,0.4962612399432087,0.0,0.017652626597255087,0.0
48029,2011-05-02,47257,0.7936813593753307,0.11909346763442454,0.03535984087013564,0.0,0.05046871362972681,0.0013966184903823771
48028,2011-05-02,37254,0.7780641004992752,0.13037526171686262,0.03642561872550599,0.0,0.03859988189187738,0.016535137166478767
35092,2011-05-02,40390,0.40396137657836095,0.3744491210695717,0.19722703639514733,0.0,0.020945778658083683,0.0034166872988363457
59038,2011-05-02,36579,0.2782197435687143,0.5126438666994724,0.16175947948276334,0.0,0.03532081248803959,0.012056097761010416
35116,2011-05-02,44540,0.3355410866636731,0.49921418949259094,0.12941176470588237,0.0,0.03039964077233947,0.0054333183655141445
46010,2011-05-02,42682,0.6649172953469846,0.25059744154444497,0.04852162504100089,0.0,0.03472189681833091,0.001241741249238555
46014,2011-05-02,46619,0.41152748879212336,0.18348741929256313,0.3659023145069607,0.0,0.03219717282652996,0.006885604581822862
